"column1","url","title","organisation","rating","Rating Count","enrollments","Mode","Level","duration","Language","subtitles","price","Course Package","Course Projects"
55,https://www.coursera.org/learn/3d-printing-revolution,The 3D Printing Revolution,University of Illinois at Urbana-Champaign,"4.7","1,580 ","47,934","100% online",Beginner Level,Approx. 10 hours to complete,English," Arabic, French, Portuguese (European), Chinese (Simplified), Italian, Vietnamese, German, Russian, English, Spanish",4001,-,-
56,https://www.coursera.org/learn/3d-printing-software, 3D Printing Software,University of Illinois at Urbana-Champaign,"4.7","519 ","42,087","100% online",Beginner Level,Approx. 15 hours to complete,English," Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",4023,-,-
57,https://www.coursera.org/learn/3d-reconstruction---single-viewpoint, 3D Reconstruction - Single Viewpoint,Columbia University,"4.9","19 ","2,343","100% online",Beginner Level,Approx. 11 hours to complete,English, English,4023,-,-
58,https://www.coursera.org/learn/3d-reconstruction-multiple-viewpoints, 3D Reconstruction - Multiple Viewpoints,Columbia University,"4.8","20 ","2,104","100% online",Beginner Level,Approx. 8 hours to complete,English, English,4023,-,-
59,https://www.coursera.org/learn/4g-network-fundamentals, 4G Network Fundamentals,Institut Mines-T�l�com,"4.7","30 ","2,372","100% online",Intermediate Level,Approx. 18 hours to complete,English, English,2381,-,-
60,https://www.coursera.org/learn/5g-training-qualcomm, 5G for Everyone,Qualcomm Wireless Academy,"4.8","235 ","12,662","100% online",Beginner Level,Approx. 13 hours to complete,English, English,2381,-,-
61,https://www.coursera.org/learn/911-attack,Understanding 9/11: Why 9/11 Happened & How Terrorism Affects Our World Today,Duke University,"4.6","112 ","11,450","100% online",Beginner Level,Approx. 12 hours to complete,English," French, Portuguese (European), Russian, English, Spanish",2368,-,-
62,https://www.coursera.org/learn/a-tanulas-tanulasa,"A tanulás tanulása: Hatékony mentális eszközök, melyek segítenek megbirkózni a nehéz tantárgyakkal (Learning How to Learn)",Deep Teaching Solutions,"4.9","250 ","9,374","100% online",Beginner Level,Approx. 15 hours to complete,Hungarian," Tamil, Arabic, French, Bengali, Ukrainian, Portuguese (European), Serbian, Chinese (Simplified), Greek, Italian, Portuguese (Brazilian), Vietnamese, Dutch, Korean, Estonian, German, Russian, Thai, Turkish, English, Hebrew, Spanish, Romanian, Persian, Hungarian, Polish",2381,-,-
63,https://www.coursera.org/learn/aada-capstone,Advanced App Development in Android Capstone,Imperial College London,NA,NA,"4,448","100% online",Intermediate Level,Approx. 24 hours to complete,English," Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",4023,-,Coursera Labs
64,https://www.coursera.org/learn/abc-sostenibilidad,El ABC de la sostenibilidad,Campus BBVA,"4.8","100 ","2,336","100% online",Beginner Level,Approx. 12 hours to complete,Spanish, Spanish,2368,-,-
65,https://www.coursera.org/learn/abc-sustainability,The ABC of sustainability,Campus BBVA,"4.6","23 ","1,544","100% online",Beginner Level,Approx. 12 hours to complete,English, English,2368,-,-
66,https://www.coursera.org/learn/abdomen-anatomy,Anatomy of the Abdomen and Pelvis; a journey from basis to clinic.,Universiteit Leiden,"4.8","445 ","61,452","100% online",NA,Approx. 43 hours to complete,English," French, Portuguese (European), Catalan, Russian, English, Spanish",2381,-,Coursera Labs
67,https://www.coursera.org/learn/ableton-live,Introduction to Ableton Live,Berklee,"4.8","1,089 ","78,621","100% online",NA,Approx. 13 hours to complete,English, English,0,-,-
68,https://www.coursera.org/learn/aboriginal-education, Aboriginal Worldviews and Education,University of Toronto,"4.7","416 ","25,106","100% online",NA,Approx. 13 hours to complete,English," French, Portuguese (European), Russian, English, Spanish",2381,-,Coursera Labs
69,https://www.coursera.org/learn/abstraction-problem-decomposition-functions,"Abstraction, Problem Decomposition, and Functions",University of Colorado,"4.7","33 ","3,686","100% online",Beginner Level,Approx. 16 hours to complete,English," French, Portuguese (European), Russian, English, Spanish",4023,-,-
70,https://www.coursera.org/learn/academic-discussion-english, Academic Discussions in English,"University of California, Irvine","4.5","110 ","29,665","100% online",Intermediate Level,Approx. 24 hours to complete,English," Arabic, French, Portuguese (European), Italian, Portuguese (Brazilian), Vietnamese, German, Russian, Albanian, English, Spanish",4023,-,-
71,https://www.coursera.org/learn/academic-writing-capstone,Project: Writing a Research Paper,"University of California, Irvine","4.7","301 ","33,151","100% online",NA,Approx. 10 hours to complete,English," Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish, Hindi",0,Course 5 of 5,-
72,https://www.coursera.org/learn/academicinfoseek, Academic Information Seeking,University of Copenhagen,"4.7","600 ","26,045","100% online",NA,Approx. 6 hours to complete,English," Arabic, French, Portuguese (European), Italian, Portuguese (Brazilian), Vietnamese, German, Russian, English, Spanish",2381,-,Coursera Labs
73,https://www.coursera.org/learn/access-control-concepts, Access Control Concepts,(ISC)��,"4.8","15 ","1,671","100% online",Beginner Level,Approx. 4 hours to complete,English, English,4023,-,-
74,https://www.coursera.org/learn/access-control-sscp, Access Controls,(ISC)��,"4.7","308 ","7,715","100% online",Beginner Level,Approx. 14 hours to complete,English, English,16421,-,-
75,https://www.coursera.org/learn/accessibility,An Introduction to Accessibility and Inclusive Design,University of Illinois at Urbana-Champaign,"4.7","175 ","13,889","100% online",Beginner Level,Approx. 14 hours to complete,English," French, Portuguese (European), Russian, English, Spanish",2381,-,-
76,https://www.coursera.org/learn/accessibility-scenic-arts, Accessibility to the Scenic Arts,Universitat Aut�noma de Barcelona,"4.7","30 ","2,585","100% online",Intermediate Level,Approx. 16 hours to complete,English, English,2381,-,-
77,https://www.coursera.org/learn/account-management, Account Management & Sales Force Design,West Virginia University,"4.5","223 ","17,669","100% online",NA,Approx. 14 hours to complete,English," Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",4023,Course 1 of 5,-
78,https://www.coursera.org/learn/accountability, Accountability y gestión del desempeño,UBITS,"4.7","34 ","1,977","100% online",Beginner Level,Approx. 12 hours to complete,Spanish, Spanish,2381,-,-
79,https://www.coursera.org/learn/accounting, Accounting for Decision Making,University of Michigan,"4.8","420 ","31,979","100% online",Intermediate Level,Approx. 29 hours to complete,English," Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",6486,-,-
242,https://www.coursera.org/learn/analise-de-dados-com-programacao-em-r,Análise de dados com programação em R,Google,"4.8","67 ","2,836","100% online",Beginner Level,Approx. 37 hours to complete,Portuguese (Brazilian)," Portuguese (Brazilian), English",766,-,-
80,https://www.coursera.org/learn/accounting-analysis-2-equity, Accounting Analysis II: Accounting for Liabilities and Equity,University of Illinois at Urbana-Champaign,"4.7","87 ","8,946","100% online",Intermediate Level,Approx. 22 hours to complete,English," Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",6486,-,-
81,https://www.coursera.org/learn/accounting-analysis-2-liabilities, Accounting Analysis II: Measurement and Disclosure of Liabilities,University of Illinois at Urbana-Champaign,"4.6","106 ","9,507","100% online",Intermediate Level,Approx. 19 hours to complete,English," Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",6486,-,-
82,https://www.coursera.org/learn/accounting-analytics, Accounting Analytics,University of Pennsylvania,"4.5","2,896 ","1,03,086","100% online",NA,Approx. 9 hours to complete,English," Arabic, French, Portuguese (European), Italian, Vietnamese, Korean, German, Russian, English, Spanish, Mongolian",6486,Course 4 of 5,-
83,https://www.coursera.org/learn/accounting-and-reporting-fundamentals,Fundamentals of Accounting and Reporting,Tally Education,"4.7","36 ","5,269","100% online",Beginner Level,Approx. 43 hours to complete,English, English,1600,-,-
84,https://www.coursera.org/learn/accounting-assets,Assets in Accounting,Intuit,"4.4","647 ","27,904","100% online",Beginner Level,Approx. 18 hours to complete,English, English,4023,-,-
85,https://www.coursera.org/learn/accounting-cycle,Completing the Accounting Cycle,"University of California, Irvine","4.7","69 ","2,705","100% online",NA,Approx. 9 hours to complete,English, English,3202,Course 3 of 3,-
86,https://www.coursera.org/learn/accounting-data-analytics-capstone,Data Analytics in Accounting Capstone,University of Illinois at Urbana-Champaign,NA,NA,"2,504","100% online",Intermediate Level,Approx. 18 hours to complete,English," French, Portuguese (European), Javanese, Russian, English, Spanish",6451,-,Coursera Labs
87,https://www.coursera.org/learn/accounting-data-analytics-python, Accounting Data Analytics with Python,University of Illinois at Urbana-Champaign,"4.3","78 ","10,544","100% online",Intermediate Level,Approx. 41 hours to complete,English, English,6486,-,-
88,https://www.coursera.org/learn/accounting-for-managers,"Managerial Accounting: Cost Behaviors, Systems, and Analysis",University of Illinois at Urbana-Champaign,"4.7","1,282 ","50,590","100% online",NA,Approx. 20 hours to complete,English," Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",4001,Course 1 of 7,-
89,https://www.coursera.org/learn/accounting-fundamentals-project,Fundamentals of Accounting Capstone,University of Illinois at Urbana-Champaign,"4.3","12 ","2,690","100% online",Beginner Level,Approx. 38 hours to complete,English," French, Portuguese (European), Russian, English, Spanish",0,-,-
90,https://www.coursera.org/learn/accounting-information-system, Accounting Analysis I: The Role of Accounting as an Information System,University of Illinois at Urbana-Champaign,"4.8","614 ","33,351","100% online",Intermediate Level,Approx. 28 hours to complete,English," Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",6486,-,-
91,https://www.coursera.org/learn/accounts-payable-and-receivable-management,Principles of Accounts Payable and Receivable Management,Tally Education,"4.8","11 ","2,301","100% online",Intermediate Level,Approx. 35 hours to complete,English, English,1600,-,-
92,https://www.coursera.org/learn/acing-product-management-interviews, Acing the Product Management Interview,Advancing Women in Tech,"4.7","94 ","5,355","100% online",Beginner Level,Approx. 14 hours to complete,English," French, Portuguese (European), Russian, English, Spanish",6486,-,-
93,https://www.coursera.org/learn/act-on-climate,"Act on Climate: Steps to Individual, Community, and Political Action",University of Michigan,"4.8","143 ","14,657","100% online",Beginner Level,Approx. 25 hours to complete,English," French, Portuguese (European), Russian, English, Spanish",2381,-,-
94,https://www.coursera.org/learn/act-on-digital-world,Digital business - Act on the digital world,École Polytechnique,"4.6","14 ","42,887","100% online",NA,Approx. 10 hours to complete,English, English,3184,Course 2 of 4,-
95,https://www.coursera.org/learn/activism-social-movements, ART of the MOOC: Activism and Social Movements,Duke University,"4.5","137 ","19,920","100% online",NA,Approx. 9 hours to complete,English," French, Portuguese (European), Russian, English, Spanish",2381,-,Coursera Labs
96,https://www.coursera.org/learn/activismo-movimientos-sociales, ART of the MOOC: Activismo y Movimientos Sociales,Duke University,"4.7","21 ","7,326","100% online",NA,Approx. 15 hours to complete,Spanish, Spanish,2381,-,Coursera Labs
97,https://www.coursera.org/learn/actors-discuss-romeo-and-juliet,William Shakespeare's Romeo & Juliet: An Actor's Perspective,University of Colorado Boulder,NA,NA,"5,648","100% online",Beginner Level,Approx. 10 hours to complete,English, English,2368,-,Coursera Labs
98,https://www.coursera.org/learn/actua-dolor-cronico, Actúa ante el dolor crónico,Universitat Aut�noma de Barcelona,"4.6","258 ","18,140","100% online",Beginner Level,Approx. 23 hours to complete,Spanish, Spanish,2381,-,-
99,https://www.coursera.org/learn/actualizacion-manejo-diabetes-tipo-2, Actualización en el manejo del paciente con diabetes mellitus tipo 2,Universidad Nacional Aut�noma de M�xico,"4.8","1,240 ","49,526","100% online",NA,Approx. 11 hours to complete,Spanish, Spanish,2381,-,Coursera Labs
100,https://www.coursera.org/learn/acupressure, Acupressure,University of Minnesota,"4.6","11 ","1,635","100% online",Beginner Level,Approx. 15 hours to complete,English, English,4023,-,-
101,https://www.coursera.org/learn/acute-stroke-race-scale, Prehospital care of acute stroke and patient selection for endovascular treatment using the RACE scale,University of Barcelona,"4.8","99 ","2,558","100% online",Intermediate Level,Approx. 12 hours to complete,English, English,2381,-,-
102,https://www.coursera.org/learn/adaptability-and-resiliency, Adaptability and Resiliency,"University of California, Davis","4.7","259 ","10,632","100% online",Beginner Level,Approx. 8 hours to complete,English," English, Arabic, Spanish",3202,-,-
103,https://www.coursera.org/learn/addiction-and-the-brain,The Addicted Brain,Emory University,"4.6","2,148 ","173,778","100% online",Beginner Level,Approx. 21 hours to complete,English," Arabic, French, Portuguese (European), Chinese (Simplified), Greek, Italian, Vietnamese, German, Russian, English, Spanish",2368,-,-
104,https://www.coursera.org/learn/additive-manufacturing-3d-printing,Additive Manufacturing,University of Michigan,"4.6","46 ","2,931","100% online",Beginner Level,Approx. 12 hours to complete,English, English,3202,-,-
105,https://www.coursera.org/learn/address-business-issues-with-data-science,Address Business Issues with Data Science,CertNexus,"4.6","16 ","1,762","100% online",Intermediate Level,Approx. 6 hours to complete,English, English,4023,-,-
106,https://www.coursera.org/learn/adhd-treatment, ADHD: Everyday Strategies for Elementary Students,University at Buffalo,"4.7","2,047 ","68,773","100% online",Beginner Level,Approx. 8 hours to complete,English," Arabic, French, Portuguese (European), Italian, Portuguese (Brazilian), Vietnamese, German, Russian, English, Spanish",2381,-,-
107,https://www.coursera.org/learn/adjective-clauses,Adjectives and Adjective Clauses,"University of California, Irvine","4.8","1,175 ","54,936","100% online",NA,Approx. 24 hours to complete,English," Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish, Hindi",4023,Course 2 of 4,-
108,https://www.coursera.org/learn/administracao-de-sistemas-servicos-infraestrutura-ti,Administração de Sistemas e Serviços de Infraestrutura de TI,Google,"4.8","557 ","6,635","100% online",Beginner Level,Approx. 26 hours to complete,Portuguese (Brazilian)," Arabic, French, Portuguese (European), Italian, Portuguese (Brazilian), Vietnamese, German, Russian, English, Spanish",766,-,-
109,https://www.coursera.org/learn/administracao-financeira,Administração Financeira,Insper,"4.8","776 ","50,769","100% online",Beginner Level,Approx. 22 hours to complete,Portuguese (Brazilian), Portuguese (Brazilian),2381,-,-
110,https://www.coursera.org/learn/administracion-de-recursos-humanos,Administración de Recursos Humanos,Universidad de Palermo,"4.8","858 ","16,450","100% online",Beginner Level,Approx. 10 hours to complete,Spanish, Spanish,4023,-,-
111,https://www.coursera.org/learn/administracion-de-sistema-y-servicios-de-infraestructura,Administración de sistemas y servicios de infraestructura de TI,Google,"4.8","2,040 ","28,246","100% online",Beginner Level,Approx. 26 hours to complete,Spanish," Arabic, French, Portuguese (European), Italian, Portuguese (Brazilian), Vietnamese, German, Russian, English, Spanish",766,-,-
